HMDB	Formula	Mass	InchiKey	Inchi	SMILES	HMDB Name
HMDB00626	C24H40O4	392.2926598	KXGVEGMKQFWNSR-LLQZFEROSA-N	1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1	[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C	Deoxycholic acid
HMDB01056	C19H21N7O6	443.1553314	OZRNSSUDZOLUSN-LBPRGKRZSA-N	1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t12-/m0/s1	NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1	Dihydrofolic acid
HMDB01178	C15H23N5O14P2	559.0716735	SRNWOUGRCWSEMX-UHFFFAOYSA-N	1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26,27)34-36(28,29)31-2-6-9(22)11(24)15(25)33-6/h3-6,8-11,14-15,21-25H,1-2H2,(H,26,27)(H,28,29)(H2,16,17,18)	NC1=C2N=CN(C3OC(COP(O)(=O)OP(O)(=O)OCC4OC(O)C(O)C4O)C(O)C3O)C2=NC=N1	Adenosine diphosphate ribose
HMDB03553	C24H42O21	666.2218584	UQZIYBXSHAGNOE-XNSRJBNMSA-N	1S/C24H42O21/c25-1-6-10(28)14(32)17(35)21(41-6)39-3-8-11(29)15(33)18(36)22(42-8)40-4-9-12(30)16(34)19(37)23(43-9)45-24(5-27)20(38)13(31)7(2-26)44-24/h6-23,25-38H,1-5H2/t6-,7-,8-,9-,10+,11+,12-,13-,14+,15+,16+,17-,18-,19-,20+,21+,22+,23-,24+/m1/s1	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	Stachyose
HMDB06007	C5H12O	88.08881501	PHTQWCKDNZKARW-UHFFFAOYSA-N	1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3	CC(C)CCO	Isopentanol
HMDB00691	C3H4O4	104.0109586	OFOBLEOULBTSOW-UHFFFAOYSA-N	1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	OC(=O)CC(O)=O	Malonic acid
YMDB01784	C6H8O2	112.0524295	WSWCOQWTEOXDQX-MQQKCMAXSA-N	1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)/b3-2+,5-4+	0	0
HMDB00719	C4H9NO3	119.0582432	UKAUYVFTDYCKQA-VKHMYHEASA-N	1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	N[C@@H](CCO)C(O)=O	L-Homoserine
HMDB01861	C6H11N3	125.0952974	CPAGZVLINCPJEH-UHFFFAOYSA-N	1S/C6H11N3/c1-9-5-8-4-6(9)2-3-7/h4-5H,2-3,7H2,1H3	CN1C=NC=C1CCN	3-Methylhistamine
HMDB60460	C5H9NO3	131.0582432	PMMYEEVYMWASQN-SEFKMRKONA-N	1/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4-/s2	O[C@H]1CN[C@H](C1)C(O)=O	cis-4-Hydroxy-D-proline
HMDB00875	C7H7NO2	137.0476785	WWNNZCOKKKDOPX-UHFFFAOYSA-N	1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3	C[N+]1=CC(=CC=C1)C([O-])=O	Trigonelline
HMDB00448	C6H10O4	146.0579088	WNLRTRBMVRJNCN-UHFFFAOYSA-N	1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	OC(=O)CCCCC(O)=O	Adipic acid
HMDB00132	C5H5N5O	151.0494098	UYTPUPDQBNUYGX-UHFFFAOYSA-N	1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)	NC1=NC(=O)C2=C(N1)N=CN2	Guanine
HMDB00225	C6H8O5	160.0371734	FGSBNBBHOZHUBO-UHFFFAOYSA-N	1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)	OC(=O)CCCC(=O)C(O)=O	Oxoadipic acid
HMDB00022	C9H13NO2	167.0946287	DIVQKHQLANKJQO-UHFFFAOYSA-N	1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3	COC1=C(O)C=CC(CCN)=C1	3-Methoxytyramine
HMDB01264	C6H6O6	174.0164379	SBJKKFFYIZUCET-DUZGATOHSA-N	1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2/t2-,5-/m1/s1	[H][C@@]1(OC(=O)C(=O)C1=O)[C@H](O)CO	Dehydroascorbic acid
HMDB01514	C6H13NO5	179.0793725	MSWZFWKMSRAUBD-IVMDWMLBSA-N	1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3-,4-,5-,6?/m1/s1	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	Glucosamine
HMDB00247	C6H14O6	182.0790382	FBPFZTCFMRRESA-JGWLITMVSA-N	1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	Sorbitol
HMDB00193	C6H8O7	192.0270026	ODBLHEXUDAPZAU-UHFFFAOYSA-N	1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)	OC(C(CC(O)=O)C(O)=O)C(O)=O	Isocitric acid
HMDB00962	C8H15NOS2	205.0595055	FCCDDURTIIUXBY-UHFFFAOYSA-N	1S/C8H15NOS2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H2,9,10)	NC(=O)CCCCC1CCSS1	Lipoamide
HMDB00033	C9H14N4O3	226.1065903	CQOVPNPJLQNMDC-ZETCQYMHSA-N	1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1	NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O	Carnosine
HMDB03229	C16H30O2	254.2245802	SECPZKHBENQXJG-FPLPWBNLSA-N	1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	CCCCCC\C=C/CCCCCCCC(O)=O	Palmitoleic acid
HMDB02080	C18H33O2	281.2480553	CNVZJPUDSLNTQU-SEYXRHQNSA-M	1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h12-13H,2-11,14-17H2,1H3,(H,19,20)/p-1/b13-12-	CCCCCCCCCCC\C=C/CCCCC([O-])=O	Petroselinic acid
HMDB01227	C10H15N2O8P	322.056602	GYOZYWVXFNDGLU-XLPZGREQSA-N	1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O	5-Thymidylic acid
HMDB01547	C21H30O4	346.2144094	OMFXVFTZEKFJBZ-HJTSIMOOSA-N	1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1	[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	Corticosterone
HMDB00900	C28H44O	396.339216	MECHNRXZTMCUDQ-RKHKHRCZSA-N	1S/C28H44O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-20,22,25-27,29H,4,7-8,11,14-18H2,1-3,5-6H3/b10-9+,23-12+,24-13-/t20-,22+,25-,26+,27-,28+/m0/s1	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	Ergocalciferol
HMDB01846	C19H23N7O6	445.1709815	MSTNYGQPCMXVAQ-PXYINDEMSA-N	1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11-,12?/m0/s1	NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N2)N1	Tetrahydrofolic acid
HMDB00241	C34H34N4O4	562.2580056	KSFOVUSSGSKXFI-UJJXFSCMSA-N	1S/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35,38H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)/b25-13-,26-13-,27-14-,28-15-,29-14-,30-15-,31-16-,32-16-	CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O	Protoporphyrin IX
HMDB08923	C37H74NO8P	691.5152049	SLKDGVPOSSLUAI-PGUFJCEWSA-N	1S/C37H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35H,3-34,38H2,1-2H3,(H,41,42)/t35-/m1/s1	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC	PE(16:0/16:0)
HMDB01414	C4H12N2	88.10004839	KIDHWZJUCRJVML-UHFFFAOYSA-N	1S/C4H12N2/c5-3-1-2-4-6/h1-6H2	NCCCCN	Putrescine
HMDB01352	C3H4O4	104.0109586	HHDDCCUIIUWNGJ-UHFFFAOYSA-N	1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)	OCC(=O)C(O)=O	Hydroxypyruvic acid
HMDB00562	C4H7N3O	113.0589119	DDRJAANPRJIHGJ-UHFFFAOYSA-N	1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)	CN1CC(=O)NC1=N	Creatinine
HMDB04041	C4H9NO3	119.0582432	AYFVYJQAPQTCCC-HRFVKAFMSA-N	1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1	C[C@H](O)[C@H](N)C(O)=O	L-Allothreonine
HMDB00262	C5H6N2O2	126.0429274	RWQNBRDOKXIBIV-UHFFFAOYSA-N	1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	CC1=CNC(=O)NC1=O	Thymine
HMDB00064	C4H9N3O2	131.0694765	CVSVTCORWBXHQV-UHFFFAOYSA-N	1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	CN(CC(O)=O)C(N)=N	Creatine
HMDB01392	C7H7NO2	137.0476785	ALYNCZNDIQEVRV-UHFFFAOYSA-N	1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)	NC1=CC=C(C=C1)C(O)=O	p-Aminobenzoic acid
HMDB00752	C6H10O4	146.0579088	XJMMNTGIMDZPMU-UHFFFAOYSA-N	1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	CC(CC(O)=O)CC(O)=O	Methylglutaric acid
HMDB00292	C5H4N4O2	152.0334254	LRFVTYWOQMYALW-UHFFFAOYSA-N	1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	O=C1NC2=C(NC=N2)C(=O)N1	Xanthine
HMDB00857	C7H12O4	160.0735589	WLJVNTCWHIRURA-UHFFFAOYSA-N	1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	OC(=O)CCCCCC(O)=O	Pimelic acid
HMDB00263	C3H5O6P	167.9823744	DTBNBXWJWCWCIK-UHFFFAOYSA-N	1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)	OC(=O)C(=C)OP(O)(O)=O	Phosphoenolpyruvic acid
HMDB03070	C7H10O5	174.0528234	JXOHGGNKMLTUBP-HSUXUTPPSA-N	1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/t4-,5-,6-/m1/s1	O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O	Shikimic acid
HMDB00707	C9H8O4	180.0422587	KKADPXVIOXHVKN-UHFFFAOYSA-N	1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)	OC(=O)C(=O)CC1=CC=C(O)C=C1	4-Hydroxyphenylpyruvic acid
HMDB00765	C6H14O6	182.0790382	FBPFZTCFMRRESA-KVTDHHQDSA-N	1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	Mannitol
HMDB03072	C7H12O6	192.0633881	AAWZDTNXLSGCEK-RKGSPJAZSA-N	1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4?,5-,7+/m1/s1	OC1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	Quinic acid
HMDB00512	C11H13NO3	207.0895433	CBQJSKKFNMDLON-JTQLQIEISA-N	1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/t10-/m0/s1	CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	N-Acetyl-L-phenylalanine
HMDB00014	C9H13N3O4	227.0906059	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1	Deoxycytidine
HMDB00220	C16H32O2	256.2402303	IPCSVZSSVZVIGE-UHFFFAOYSA-N	1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	CCCCCCCCCCCCCCCC(O)=O	Palmitic acid
HMDB00207	C18H34O2	282.2558803	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-	CCCCCCCC\C=C/CCCCCCCC(O)=O	Oleic acid
HMDB00095	C9H14N3O8P	323.051851	IERHLVCPSMICTF-XVFCMESISA-N	1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	Cytidine monophosphate
HMDB00045	C10H14N5O7P	347.0630843	UDMBCSSLTHHNCD-KQYNXXCUSA-N	1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	Adenosine monophosphate
HMDB01185	C15H23N6O5S	399.1450636	MEFKEPWMEQBLKI-AIRLBKTGSA-O	1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1	C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12	S-Adenosylmethionine
HMDB01564	C11H20N4O11P2	446.0603805	WVIMUEUQJFPNDK-PEBGCTIMSA-N	1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)/t6-,8-,9-,10-/m1/s1	NCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O	CDP-Ethanolamine
HMDB01328	C16H26N2O16P2	564.0757558	YSYKRGRSMLTJNL-KFQCIAAJSA-N	1S/C16H26N2O16P2/c1-6-3-18(16(25)17-14(6)24)10-2-7(20)9(31-10)5-30-35(26,27)34-36(28,29)33-15-13(23)12(22)11(21)8(4-19)32-15/h3,7-13,15,19-23H,2,4-5H2,1H3,(H,26,27)(H,28,29)(H,17,24,25)/t7-,8+,9+,10+,11+,12-,13+,15?/m0/s1	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O	dTDP-D-glucose
HMDB42061	C45H86O6	722.6424405	DUXYWXYOBMKGIN-UHFFFAOYSA-N	1S/C45H86O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-43(46)49-40-42(51-45(48)39-36-33-30-27-24-21-18-15-12-9-6-3)41-50-44(47)38-35-32-29-26-23-20-17-14-11-8-5-2/h42H,4-41H2,1-3H3	CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	TG(14:0/14:0/14:0)
HMDB00161	C3H7NO2	89.04767847	QNAYBMKLOCPYGJ-REOHCLBHSA-N	1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1	C[C@H](N)C(O)=O	L-Alanine
HMDB00008	C4H8O3	104.0473441	AFENDNXGAFYKQO-UHFFFAOYSA-N	1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)	CCC(O)C(O)=O	2-Hydroxybutyric acid
HMDB00076	C4H6N2O2	114.0429274	OIVLITBTBDPEFK-UHFFFAOYSA-N	1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)	O=C1CCNC(=O)N1	Dihydrouracil
HMDB01368	C3H4O3S	119.9881147	OJOLFAIGOXZBCI-UHFFFAOYSA-N	1S/C3H4O3S/c4-2(1-7)3(5)6/h7H,1H2,(H,5,6)	OC(=O)C(=O)CS	3-Mercaptopyruvic acid
HMDB02024	C5H6N2O2	126.0429274	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)	OC(=O)CC1=CN=CN1	Imidazoleacetic acid
HMDB00172	C6H13NO2	131.0946287	AGPKZVBTJJNPAG-WHFBIAKZSA-N	1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	CC[C@H](C)[C@H](N)C(O)=O	L-Isoleucine
HMDB15687	C7H7NO2	137.0476785	SKZKKFZAGNVIMN-UHFFFAOYSA-N	1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	NC(=O)C1=CC=CC=C1O	Salicylamide
HMDB00641	C5H10N2O3	146.0691422	ZDXPYRJPNDTMRX-VKHMYHEASA-N	1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	N[C@@H](CCC(N)=O)C(O)=O	L-Glutamine
HMDB00020	C8H8O3	152.0473441	XQXPVVBIMDBYFF-UHFFFAOYSA-N	1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	OC(=O)CC1=CC=C(O)C=C1	p-Hydroxyphenylacetic acid
HMDB00303	C10H12N2	160.1000484	APJYDQYYACXCRM-UHFFFAOYSA-N	1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2	NCCC1=CNC2=CC=CC=C12	Tryptamine
HMDB00289	C5H4N4O3	168.02834	LEHOTFFKMJEONL-UHFFFAOYSA-N	1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)	O=C1NC2=C(N1)C(=O)NC(=O)N2	Uric acid
HMDB06028	C6H10N2O4	174.0640568	HXFOXFJUNFFYMO-BYPYZUCNSA-N	1S/C6H10N2O4/c1-3(9)8-4(6(11)12)2-5(7)10/h4H,2H2,1H3,(H2,7,10)(H,8,9)(H,11,12)/t4-/m0/s1	CC(=O)N[C@@H](CC(N)=O)C(O)=O	N-Acetylasparagine
HMDB01964	C9H8O4	180.0422587	QAIPRVGONGVQAS-RQOWECAXSA-N	1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2-	OC(=O)\C=C/C1=CC=C(O)C(O)=C1	Caffeic acid
HMDB00017	C8H9NO4	183.0531578	HXACOUQIXZGNBF-UHFFFAOYSA-N	1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)	CC1=NC=C(CO)C(C(O)=O)=C1O	4-Pyridoxic acid
HMDB00127	C6H10O7	194.0426527	AEMOLEFTQBMNLQ-WAXACMCWSA-N	1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2-,3+,4-,6-/m0/s1	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	D-Glucuronic acid
HMDB00684	C10H12N2O3	208.0847923	YGPSJZOEDVAXAB-QMMMGPOBSA-N	1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O	L-Kynurenine
HMDB00012	C9H12N2O5	228.0746215	MXHRCPNRJAMMIM-SHYZEUOFSA-N	1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O	Deoxyuridine
HMDB00592	C6H13NO8S	259.0361871	MTDHILKWIRSIHB-QZABAPFNSA-N	1S/C6H13NO8S/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H,11,12,13)/t2-,3-,4-,5-,6-/m1/s1	N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O	Glucosamine 6-sulfate
HMDB00573	C18H34O2	282.2558803	ZQPPMHVWECSIRJ-MDZDMXLPSA-N	1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+	CCCCCCCC\C=C\CCCCCCCC(O)=O	Elaidic acid
HMDB00288	C9H13N2O9P	324.0358665	DJJCXFVJDGTHFX-XVFCMESISA-N	1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	Uridine 5'-monophosphate
HMDB01044	C10H14N5O7P	347.0630843	LTFMZDNNPPEQNG-KVQBGUIXSA-N	1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1	2'-Deoxyguanosine 5'-monophosphate
HMDB06247	C27H46O2	402.3497807	INBGSXNNRGWLJU-POAVOMIWSA-N	1S/C27H46O2/c1-18(7-6-14-25(2,3)29)22-10-11-23-21-9-8-19-17-20(28)12-15-26(19,4)24(21)13-16-27(22,23)5/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3/t18-,20+,21+,22-,23?,24?,26+,27-/m1/s1	[H]C12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	25-Hydroxycholesterol
HMDB04486	C20H36O7P2	450.1936265	OINNEUNVOZHBOX-QIRCYJPOSA-N	1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H2,1-5H3,(H,24,25)(H2,21,22,23)/b18-11+,19-13+,20-15+	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O	Geranylgeranyl-PP
